tweet_id,favorite_count,retweet_count
821149554670182400,9319,2207
821107785811234820,10243,2334
821044531881721856,13527,2511
820837357901512704,0,7340
820749716845686786,33701,10887
820690176645140481,13037,3542
820494788566847489,0,623
820446719150292993,0,2837
820314633777061888,3565,623
820078625395449857,21184,6892
820013781606658049,0,1302
819952236453363712,5685,1302
819924195358416896,13753,5317
819711362133872643,14398,3447
819588359383371776,10224,2159
819347104292290561,7727,1326
819238181065359361,2442,444
819227688460238848,24696,7340
819015337530290176,0,40272
819015331746349057,0,20758
819006400881917954,48277,20758
819004803107983360,92394,40272
818646164899774465,0,22923
818627210458333184,23742,8179
818614493328580609,10554,2839
818588835076603904,0,6747
818536468981415936,11675,2724
818307523543449600,0,8935
818259473185828864,11800,2518
818145370475810820,13155,2858
817908911860748288,5185,866
817827839487737858,55529,29834
817777686764523521,11456,2939
817536400337801217,12631,3339
817502432452313088,0,3723
817423860136083457,36664,16455
817415592588222464,6021,1060
817181837579653120,0,9353
817171292965273600,9340,2211
817120970343411712,13031,2884
817056546584727552,9184,1818
816829038950027264,0,5191
816816676327063552,10706,2239
816697700272001025,10509,2433
816450570814898180,32759,8935
816336735214911488,9212,2151
816091915477250048,9568,2372
816062466425819140,0,1146
816014286006976512,0,5847
815990720817401858,5358,1146
815966073409433600,24052,9353
815745968457060357,0,4554
815736392542261248,10547,2503
815639385530101762,8814,1812
815390420867969024,11101,4195
814986499976527872,8187,1424
814638523311648768,12097,2983
814578408554463233,0,6396
814530161257443328,9296,2042
814153002265309185,30853,9576
813944609378369540,0,3527
813910438903693312,9974,2075
813812741911748608,38985,15432
813800681631023104,8962,1937
813217897535406080,20055,8040
813202720496779264,9856,1980
813187593374461952,21283,4810
813172488309972993,10023,2110
813157409116065792,8328,2445
813142292504645637,9039,2599
813130366689148928,4794,488
813127251579564032,12737,3448
813112105746448384,11092,3038
813096984823349248,11293,3973
813081950185472002,10603,3052
813066809284972545,8551,2146
813051746834595840,22508,8083
812781120811126785,8137,2105
812747805718642688,0,7648
812709060537683968,7119,1573
812503143955202048,6529,1351
812466873996607488,8588,2121
812372279581671427,14718,4040
811985624773361665,7798,1547
811744202451197953,8112,1778
811647686436880384,5996,820
811627233043480576,13757,3456
811386762094317568,22458,7054
810984652412424192,5729,1581
810896069567610880,9726,1974
810657578271330305,11781,2917
810284430598270976,38105,12599
810254108431155201,15788,3707
809920764300447744,16644,4311
809808892968534016,0,5411
809448704142938112,7451,1620
809220051211603969,21437,6206
809084759137812480,14209,3871
808838249661788160,10856,3358
808733504066486276,8502,2394
808501579447930884,12134,2875
808344865868283904,45725,22923
808134635716833280,0,6573
808106460588765185,9369,2424
808001312164028416,13526,3902
807621403335917568,15665,4067
807106840509214720,127725,61375
807059379405148160,0,8100
807010152071229440,14011,4224
806629075125202948,80823,38515
806620845233815552,0,6100
806576416489959424,5209,2121
806542213899489280,10990,2616
806242860592926720,0,12924
806219024703037440,6906,1319
805958939288408065,0,5946
805932879469572096,8885,2110
805826884734976000,7084,2023
805823200554876929,0,8891
805520635690676224,6170,1820
805487436403003392,9430,2800
805207613751304193,8392,1885
804738756058218496,14784,4257
804475857670639616,6613,2220
804413760345620481,0,3559
804026241225523202,48033,17928
803773340896923648,10812,3059
803692223237865472,0,8207
803638050916102144,11824,4573
803380650405482500,8345,2053
803321560782307329,0,5879
803276597545603072,10786,2733
802952499103731712,9719,2221
802624713319034886,0,3240
802600418706604034,7663,1627
802572683846291456,9620,2767
802323869084381190,17504,6463
802265048156610565,7111,1506
802239329049477120,9783,2879
802185808107208704,0,294
801958328846974976,8317,1887
801854953262350336,1892,259
801538201127157760,8831,2275
801285448605831168,6529,919
801167903437357056,26395,6573
801127390143516673,0,4394
801115127852503040,8712,2314
800859414831898624,744,107
800855607700029440,0,1804
800751577355128832,11308,3071
800513324630806528,14145,3327
800459316964663297,10189,2393
800443802682937345,0,4773
800388270626521089,12017,3103
800188575492947969,0,4358
800141422401830912,16486,2837
800018252395122689,30576,14579
799774291445383169,0,5185
799757965289017345,9063,2393
799422933579902976,8665,2118
799308762079035393,0,6125
799297110730567681,10681,3067
799063482566066176,8729,2726
798933969379225600,14189,4956
798925684722855936,8014,1591
798705661114773508,0,7309
798701998996647937,0,8638
798697898615730177,0,7199
798694562394996736,0,5487
798686750113755136,0,2574
798682547630837760,0,5225
798673117451325440,0,6141
798665375516884993,0,4304
798644042770751489,0,2048
798628517273620480,0,2175
798585098161549313,0,6313
798576900688019456,0,6491
798340744599797760,0,3719
798209839306514432,11189,2831
797971864723324932,12562,3472
797545162159308800,15624,5375
797236660651966464,21562,7339
797165961484890113,248,29
796904159865868288,0,9837
796865951799083009,8279,2106
796759840936919040,12796,3382
796563435802726400,0,8081
796484825502875648,8165,1950
796387464403357696,11867,4611
796177847564038144,0,15837
796149749086875649,34885,15837
796125600683540480,5318,1974
796116448414461957,9797,2682
796080075804475393,9116,2570
796031486298386433,11647,4079
795464331001561088,53716,26364
795400264262053889,10895,3171
795076730285391872,17497,6007
794983741416415232,0,3729
794926597468000259,11082,2556
794355576146903043,0,11378
794332329137291264,10316,2929
794205286408003585,9905,3659
793962221541933056,18143,5411
793845145112371200,9914,2078
793614319594401792,0,3451
793601777308463104,8596,1812
793500921481273345,11525,2636
793286476301799424,26540,10181
793271401113350145,9316,2619
793256262322548741,21540,9227
793241302385262592,11344,3627
793226087023144960,10612,3168
793210959003287553,9629,3114
793195938047070209,16454,6223
793180763617361921,7454,2201
793165685325201412,10134,3082
793150605191548928,6645,1888
793135492858580992,6966,2764
793120401413079041,13683,4328
792913359805018113,15453,4443
792883833364439040,12201,4730
792773781206999040,7916,1860
792394556390137856,14516,4743
792050063153438720,7734,1987
791821351946420224,0,23256
791784077045166082,0,10660
791780927877898241,0,4203
791774931465953280,48660,24542
791672322847637504,12673,3451
791406955684368384,14149,4554
791312159183634433,9466,2814
791026214425268224,0,4553
790987426131050500,10663,2364
790946055508652032,17900,5191
790723298204217344,0,2565
790698755171364864,8830,2107
790581949425475584,22279,7936
790337589677002753,8430,2064
790277117346975746,13508,3527
790227638568808452,0,3949
789986466051088384,9965,2565
789960241177853952,0,4585
789903600034189313,11205,4563
789628658055020548,8101,1970
789599242079838210,7294,2142
789530877013393408,12677,3729
789314372632018944,9262,2549
789280767834746880,0,5469
789268448748703744,9818,2850
789137962068021249,10451,3089
788908386943430656,29512,13688
788765914992902144,29542,11378
788552643979468800,0,7955
788412144018661376,16801,5859
788178268662984705,7796,2340
788150585577050112,6632,1439
788070120937619456,0,3779
788039637453406209,6617,1464
787810552592695296,9351,3369
787717603741622272,10995,3074
787397959788929025,11672,3132
787322443945877504,8390,1924
787111942498508800,0,7404
786963064373534720,28609,8826
786729988674449408,0,2667
786709082849828864,19564,6718
786664955043049472,11485,2831
786595970293370880,10126,3417
786363235746385920,11739,3872
786286427768250368,8587,3159
786233965241827333,16475,5270
786051337297522688,1550,169
786036967502913536,0,7795
785927819176054784,12225,3487
785872687017132033,7187,2017
785639753186217984,8403,2450
785533386513321988,9797,2216
785515384317313025,6552,1386
785264754247995392,7805,1805
785170936622350336,13020,5361
784826020293709826,10900,3559
784517518371221505,9655,2794
784431430411685888,6124,1414
784183165795655680,21622,8891
784057939640352768,32136,12289
783839966405230592,32296,11916
783821107061198850,7920,2163
783695101801398276,11231,3550
783466772167098368,9077,2481
783391753726550016,18133,6071
783347506784731136,0,6170
783334639985389568,31422,12924
783085703974514689,8747,2445
782969140009107456,25906,8100
782747134529531904,8021,1537
782722598790725632,18545,5946
782598640137187329,8352,2060
782305867769217024,17905,6138
782021823840026624,0,6868
781955203444699136,11932,3700
781661882474196992,11220,2979
781655249211752448,4298,1236
781524693396357120,22280,6100
781308096455073793,7656,2797
781251288990355457,9061,2311
781163403222056960,10485,3003
780931614150983680,23219,8081
780858289093574656,7726,2195
780800785462489090,5925,1428
780601303617732608,12971,3659
780543529827336192,6760,1908
780496263422808064,0,4082
780476555013349377,0,128
780459368902959104,5675,1175
780192070812196864,9347,2459
780092040432480260,0,2526
780074436359819264,13146,5499
779834332596887552,20388,7795
779377524342161408,9465,3420
779124354206535695,0,20247
779123168116150273,12666,4001
779056095788752897,15878,4969
778990705243029504,21504,7998
778774459159379968,0,10952
778764940568104960,920,403
778748913645780993,7404,1465
778650543019483137,6195,1639
778624900596654080,4996,1114
778408200802557953,14629,4777
778396591732486144,0,13455
778383385161035776,6254,1211
778286810187399168,11151,3634
778039087836069888,9093,2890
778027034220126208,7028,1780
777953400541634568,0,3869
777885040357281792,6816,1808
777684233540206592,12041,3240
777641927919427584,0,4666
777621514455814149,9405,2735
777189768882946048,15339,4756
776819012571455488,0,15096
776813020089548800,5230,1327
776477788987613185,9484,3077
776249906839351296,0,10048
776218204058357768,32156,17527
776201521193218049,10280,2767
776113305656188928,12585,4773
776088319444877312,1966,166
775898661951791106,0,18023
775842724423557120,12554,2940
775733305207554048,14819,4394
775729183532220416,13837,5010
775364825476165632,7966,3262
775350846108426240,10866,4285
775085132600442880,16642,5185
774757898236878852,9137,1940
774639387460112384,7191,1904
774314403806253056,23301,6125
773985732834758656,11499,4253
773922284943896577,6846,1898
773704687002451968,7069,1796
773670353721753600,5691,1419
773547596996571136,23615,6747
773336787167145985,0,5575
773308824254029826,24845,8182
773247561583001600,10077,3515
773191612633579521,10687,4501
772877495989305348,9174,4236
772826264096874500,8531,2545
772615324260794368,0,3692
772581559778025472,6925,1846
772193107915964416,6416,1511
772152991789019136,4042,1227
772117678702071809,4009,804
772114945936949249,2898,516
772102971039580160,4288,1012
771908950375665664,7035,2078
771770456517009408,12833,3719
771500966810099713,8848,2871
771380798096281600,11252,5575
771171053431250945,0,8276
771136648247640064,9824,3202
771102124360998913,6657,1567
771014301343748096,7345,1808
771004394259247104,0,240
770787852854652928,5302,1335
770772759874076672,5555,1545
770655142660169732,7820,1899
770414278348247044,6720,2252
770293558247038976,6666,1628
770093767776997377,0,3319
770069151037685760,8103,2519
769940425801170949,33624,10562
769695466921623552,6826,1814
769335591808995329,0,8401
769212283578875904,5763,1872
768970937022709760,15393,7147
768909767477751808,0,2952
768855141948723200,4482,970
768609597686943744,4394,1326
768596291618299904,5364,1393
768554158521745409,0,6359
768473857036525572,14554,3742
768193404517830656,11643,3869
767884188863397888,5072,1534
767754930266464257,17125,5879
767500508068192258,7998,2547
767191397493538821,13110,4158
767122157629476866,10809,3114
766864461642756096,0,6181
766793450729734144,5421,1482
766714921925144576,2783,422
766693177336135680,4312,861
766423258543644672,6430,1741
766313316352462849,7239,2056
766078092750233600,0,2833
766069199026450432,4575,943
766008592277377025,3996,537
765719909049503744,7730,2348
765669560888528897,5547,1329
765395769549590528,28163,3701
765371061932261376,7571,2351
765222098633691136,12394,3692
764857477905154048,6850,1929
764259802650378240,6458,1657
763956972077010945,789,59
763837565564780549,13469,4553
763183847194451968,5761,1609
763167063695355904,0,3291
763103485927849985,7848,2486
762699858130116608,12978,3949
762471784394268675,12028,7064
762464539388485633,11020,4585
762316489655476224,5139,1230
762035686371364864,34128,16994
761976711479193600,5757,2200
761750502866649088,0,4298
761745352076779520,4533,937
761672994376806400,52795,31622
761599872357261312,4400,1281
761371037149827077,0,19545
761334018830917632,5551,1582
761292947749015552,4761,1199
761227390836215808,5668,1695
761004547850530816,12045,3779
760893934457552897,4074,1059
760656994973933572,7043,2097
760641137271070720,5274,1406
760539183865880579,8066,3946
760521673607086080,4502,1520
760290219849637889,28557,12499
760252756032651264,4193,942
760190180481531904,6076,1971
760153949710192640,0,34
759943073749200896,6322,2277
759923798737051648,15632,6181
759846353224826880,7159,2157
759793422261743616,6347,2069
759566828574212096,0,22996
759557299618865152,5009,1273
759447681597108224,9039,2667
759446261539934208,1778,530
759197388317847553,6454,2115
759159934323924993,0,1270
759099523532779520,15486,4542
759047813560868866,6940,2192
758854675097526272,3779,972
758828659922702336,11903,4168
758740312047005698,6093,1746
758474966123810816,4069,1078
758467244762497024,5111,2424
758405701903519748,5532,2097
758355060040593408,3659,1182
758099635764359168,20438,10952
758041019896193024,2880,407
757741869644341248,7328,3541
757729163776290825,0,8810
757725642876129280,4832,1323
757611664640446465,4848,1214
757597904299253760,0,317
757596066325864448,4621,1151
757400162377592832,16111,7425
757393109802180609,6209,1899
757354760399941633,4805,1547
756998049151549440,6665,2158
756939218950160384,7074,2181
756651752796094464,5395,1428
756526248105566208,11062,3930
756303284449767430,4200,1179
756288534030475264,45490,18998
756275833623502848,6847,1653
755955933503782912,7809,3141
755206590534418437,17494,5843
755110668769038337,22575,12032
754874841593970688,0,8709
754856583969079297,7314,2747
754747087846248448,2740,568
754482103782404096,5650,2116
754449512966619136,3980,798
754120377874386944,8322,2540
753655901052166144,6215,2364
753420520834629632,8417,3870
753398408988139520,6152,2083
753375668877008896,8112,2526
753298634498793472,0,6264
753294487569522689,3615,1127
753039830821511168,39431,22737
753026973505581056,4135,1057
752932432744185856,13403,7404
752917284578922496,7319,1709
752701944171524096,0,3135
752682090207055872,6362,1743
752660715232722944,4686,1714
752568224206688256,5882,2479
752519690950500352,7837,3740
752334515931054080,4058,1193
752309394570878976,0,18105
752173152931807232,6317,2005
751950017322246144,3270,1012
751937170840121344,5542,1460
751830394383790080,6157,2124
751793661361422336,6218,3163
751598357617971201,8390,3300
751583847268179968,4684,1212
751538714308972544,5345,1378
751456908746354688,3396,1082
751251247299190784,13264,6364
751205363882532864,6695,1982
751132876104687617,5397,1413
750868782890057730,5076,1506
750719632563142656,14017,5469
750506206503038976,4712,1247
750429297815552001,13986,4666
750383411068534784,4822,1229
750381685133418496,732,32
750147208377409536,3282,1048
750132105863102464,3852,1376
750117059602808832,4596,1409
750101899009982464,3230,912
750086836815486976,2305,591
750071704093859840,8350,3617
750056684286914561,3326,971
750041628174217216,3368,672
750026558547456000,2879,856
750011400160841729,3441,986
749996283729883136,3217,876
749981277374128128,5424,2654
749774190421639168,4927,1418
749417653287129088,6465,1805
749403093750648834,2789,591
749395845976588288,9126,3754
749317047558017024,5816,2400
749075273010798592,6112,2238
749064354620928000,5076,1631
749036806121881602,3284,843
748977405889503236,11347,3675
748932637671223296,6198,2447
748705597323898880,2927,1025
748699167502000129,5017,1729
748692773788876800,4492,1439
748575535303884801,6427,2156
748568946752774144,2308,727
748346686624440324,5535,1340
748337862848962560,8149,4459
748324050481647620,3923,830
748307329658011649,3879,771
748220828303695873,14958,8410
747963614829678593,6120,2319
747933425676525569,7014,2760
747885874273214464,3124,1065
747844099428986880,2968,811
747816857231626240,5137,1254
747651430853525504,1457,170
747648653817413632,13637,6313
747600769478692864,2452,592
747594051852075008,3908,1136
747512671126323200,5872,1712
747461612269887489,4091,1115
747439450712596480,5738,2075
747242308580548608,0,3108
747219827526344708,5580,1708
747204161125646336,3573,993
747103485104099331,10124,4309
746906459439529985,3051,318
746872823977771008,6338,2316
746818907684614144,5601,1858
746790600704425984,5159,1712
746757706116112384,10111,4203
746726898085036033,6384,1930
746542875601690625,5323,2011
746521445350707200,0,1058
746507379341139972,4896,1167
746369468511756288,6520,1774
746131877086527488,7302,2372
746056683365994496,3755,879
745789745784041472,4262,1148
745712589599014916,7386,2502
745433870967832576,7498,2735
745422732645535745,9056,2619
745314880350101504,7572,2986
745074613265149952,8274,3800
745057283344719872,7639,2450
744995568523612160,3145,671
744971049620602880,8328,2899
744709971296780288,5906,1676
744334592493166593,7146,2303
744234799360020481,165033,84221
744223424764059648,1787,401
743980027717509120,4384,1169
743895849529389061,3842,1030
743835915802583040,0,2250
743609206067040256,4728,1483
743595368194129920,19496,7066
743545585370791937,3715,1005
743510151680958465,8337,3969
743253157753532416,4470,1307
743222593470234624,6543,2051
743210557239623680,4049,1464
742534281772302336,7431,3821
742528092657332225,4680,2145
742465774154047488,7663,4181
742423170473463808,10380,4082
742385895052087300,7164,2141
742161199639494656,4572,1474
742150209887731712,5418,1674
741793263812808706,4811,1624
741743634094141440,8626,2974
741438259667034112,3871,896
741303864243200000,9248,3479
741099773336379392,10590,5959
741067306818797568,9962,3319
740995100998766593,6740,2974
740711788199743490,3591,1003
740699697422163968,2984,842
740676976021798912,19136,7309
740373189193256964,36645,14289
740365076218183684,2609,470
740359016048689152,3475,917
740214038584557568,7050,2110
739979191639244800,21033,6359
739932936087216128,4273,1158
739844404073074688,3994,916
739623569819336705,4012,1457
739606147276148736,5676,1780
739544079319588864,41825,22996
739485634323156992,7582,3162
739238157791694849,122031,62371
738891149612572673,113,6
738885046782832640,3969,1223
738883359779196928,3520,872
738537504001953792,5367,1675
738402415918125056,3436,908
738184450748633089,4538,1300
738166403467907072,9272,3657
738156290900254721,2674,705
737826014890496000,5548,1890
737800304142471168,10513,3716
737678689543020544,5308,1431
737445876994609152,10848,4790
737322739594330112,3802,871
737310737551491075,15462,7950
736736130620620800,4551,1865
736392552031657984,18700,7955
736365877722001409,4198,1344
736225175608430592,8559,2971
736010884653420544,8326,3193
735991953473572864,3788,1231
735648611367784448,4224,1178
735635087207878657,6508,2525
735274964362878976,13678,5445
735256018284875776,3514,950
735137028879360001,3297,1038
734912297295085568,2879,552
734787690684657664,13203,6762
734776360183431168,2641,583
