tweet_id,favorite_count,retweet_count
734559631394082816,1572,423
733828123016450049,3790,832
733822306246479872,3860,1080
733482008106668032,3313,1017
733460102733135873,4429,1370
733109485275860992,51732,18023
732732193018155009,2572,575
732726085725589504,3713,949
732585889486888962,3874,823
732375214819057664,8511,2704
732005617171337216,15722,5847
731285275100512256,3666,1054
731156023742988288,4032,1360
730924654643314689,6444,2119
730573383004487680,5169,2308
730427201120833536,3643,1113
730211855403241472,4020,1132
730196704625098752,5139,2050
729854734790754305,4240,1204
729838605770891264,1793,410
729823566028484608,4190,1327
729463711119904772,6109,2467
729113531270991872,1981,350
728986383096946689,3323,879
728760639972315136,4910,1823
728751179681943552,2920,726
728653952833728512,3480,1114
728409960103686147,5162,2147
728387165835677696,3854,1024
728046963732717569,4527,1259
728035342121635841,4776,1787
728015554473250816,4307,1169
727685679342333952,3090,683
727644517743104000,6199,1868
727524757080539137,4695,1308
727314416056803329,3490,803
727286334147182592,3201,872
727175381690781696,4066,1469
727155742655025152,3818,1414
726935089318363137,7228,2625
726887082820554753,4026,1609
726828223124897792,3728,1078
726224900189511680,4635,1231
725842289046749185,7407,2833
725786712245440512,4370,1453
725729321944506368,5444,1901
725458796924002305,1477,666
724983749226668032,3890,1391
724771698126512129,2486,688
724405726123311104,5569,1761
724049859469295616,4535,1889
724046343203856385,2795,596
724004602748780546,4393,1683
723912936180330496,4084,1307
723688335806480385,8094,3192
723673163800948736,3174,954
723179728551723008,5562,2006
722974582966214656,4320,1681
722613351520608256,5203,1746
721503162398597120,4886,2000
721001180231503872,2653,656
720785406564900865,3268,825
720775346191278080,2599,724
720415127506415616,4331,1595
720389942216527872,6724,2688
720340705894408192,3011,1041
720059472081784833,4076,1205
720043174954147842,5137,2146
719991154352222208,5065,1864
719704490224398336,4793,1551
719551379208073216,5302,2060
719367763014393856,2930,789
719339463458033665,4635,1336
719332531645071360,3582,1020
718971898235854848,3662,1172
718939241951195136,5493,1879
718631497683582976,19823,8637
718613305783398402,2563,514
718540630683709445,2612,1079
718460005985447936,2831,564
718454725339934721,5104,1607
718246886998687744,2027,534
718234618122661888,4067,1072
717841801130979328,2569,633
717790033953034240,3032,1207
717537687239008257,6035,1971
717428917016076293,1684,486
717421804990701568,3303,901
717047459982213120,6571,2036
717009362452090881,3434,1043
716802964044845056,4486,1257
716791146589110272,6264,1531
716730379797970944,1292,456
716447146686459905,13748,6295
716439118184652801,2480,229
716285507865542656,2915,1160
716080869887381504,5129,1859
715928423106027520,3348,933
715758151270801409,3925,1516
715733265223708672,4901,1806
715704790270025728,2935,605
715696743237730304,4100,1377
715680795826982913,4541,1731
715360349751484417,5744,1683
715342466308784130,3175,729
715220193576927233,2532,698
715200624753819648,5377,2015
715009755312439296,4372,1323
714982300363173890,3941,1108
714962719905021952,7716,4564
714957620017307648,4345,1516
714631576617938945,3433,1071
714606013974974464,3804,990
714485234495041536,2845,1238
714258258790387713,3158,764
714251586676113411,3433,900
714214115368108032,2382,939
714141408463036416,4521,1500
713919462244790272,3439,829
713909862279876608,2010,581
713900603437621249,2974,794
713761197720473600,5122,1475
713411074226274305,4630,1381
713177543487135744,7556,3022
713175907180089344,4685,1558
712809025985978368,19532,7199
712717840512598017,12974,5354
712668654853337088,4367,1301
712438159032893441,5589,1673
712309440758808576,257,25
712097430750289920,3994,1106
712092745624633345,3090,961
712085617388212225,3407,518
712065007010385924,2381,667
711998809858043904,0,134
711968124745228288,8468,2467
711743778164514816,2989,1057
711732680602345472,9344,4404
711694788429553666,34468,19544
711652651650457602,4060,980
711363825979756544,3841,1211
711306686208872448,3479,783
711008018775851008,3147,663
710997087345876993,4781,1491
710844581445812225,2675,738
710833117892898816,2824,576
710658690886586372,2425,605
710609963652087808,5041,2514
710588934686908417,4785,2005
710296729921429505,2489,787
710283270106132480,2242,551
710272297844797440,4751,1347
710269109699739648,2523,1207
710153181850935296,3054,960
710140971284037632,2907,958
710117014656950272,5775,2125
709918798883774466,3134,1141
709901256215666688,709,105
709852847387627521,3682,1277
709566166965075968,3724,1292
709556954897764353,3451,1138
709519240576036864,1563,256
709449600415961088,2340,630
709409458133323776,2750,740
709225125749587968,2523,611
709207347839836162,13248,6250
709198395643068416,2540,685
709179584944730112,2117,721
709158332880297985,2143,449
709042156699303936,4996,1757
708853462201716736,1889,703
708845821941387268,3127,957
708834316713893888,1782,540
708810915978854401,17339,7447
708738143638450176,2882,873
708711088997666817,2684,780
708479650088034305,2681,722
708469915515297792,3246,879
708400866336894977,16831,10840
708356463048204288,3800,1433
708349470027751425,2473,790
708149363256774660,4494,1649
708130923141795840,3558,892
708119489313951744,2822,1048
708109389455101952,2028,579
708026248782585858,4592,2048
707995814724026368,3284,1204
707983188426153984,51,2
707969809498152960,2836,1038
707776935007539200,3448,1013
707741517457260545,2623,653
707738799544082433,4301,2644
707693576495472641,3619,1074
707629649552134146,2716,941
707610948723478529,17847,6868
707420581654872064,2394,740
707411934438625280,2400,642
707387676719185920,3689,1395
707377100785885184,3453,1156
707315916783140866,2602,687
707297311098011648,2908,852
707059547140169728,2708,727
707038192327901184,2312,852
707021089608753152,4281,1467
707014260413456384,2428,642
706904523814649856,15342,8401
706901761596989440,2180,642
706681918348251136,3496,1037
706644897839910912,2715,1173
706593038911545345,2274,670
706538006853918722,3642,1513
706516534877929472,3259,1110
706346369204748288,3624,988
706310011488698368,22553,8561
706291001778950144,1791,500
706265994973601792,2872,983
706169069255446529,4105,2383
706166467411222528,5424,1724
706153300320784384,1572,414
705975130514706432,3264,789
705970349788291072,3302,955
705898680587526145,2501,598
705786532653883392,2053,564
705591895322394625,3339,1233
705475953783398401,3114,992
705442520700944385,4689,1763
705428427625635840,4027,1814
705239209544720384,3160,808
705223444686888960,2720,865
705102439679201280,2265,548
705066031337840642,2290,648
704871453724954624,4491,1193
704859558691414016,2377,585
704847917308362754,5384,1642
704819833553219584,2776,1073
704761120771465216,6991,3108
704499785726889984,3098,1073
704491224099647488,809,89
704480331685040129,3582,1135
704364645503647744,8460,3813
704347321748819968,1675,376
704134088924532736,1593,502
704113298707505153,1963,605
704054845121142784,3073,983
703774238772166656,1945,500
703769065844768768,3471,1217
703631701117943808,2735,742
703611486317502464,4064,1627
703425003149250560,4004,1481
703407252292673536,2589,748
703382836347330562,3693,1223
703356393781329922,2019,416
703268521220972544,2075,586
703079050210877440,7785,3323
703041949650034688,27806,13455
702932127499816960,2734,774
702899151802126337,1699,483
702684942141153280,3392,1159
702671118226825216,2313,602
702598099714314240,10904,3507
702539513671897089,3030,1026
702332542343577600,3365,1667
702321140488925184,3458,1105
702276748847800320,2610,818
702217446468493312,5072,1437
701981390485725185,3628,1063
701952816642965504,4016,1096
701889187134500865,3754,1473
701805642395348998,3619,1822
701601587219795968,2200,490
701570477911896070,2972,1003
701545186879471618,2805,659
701214700881756160,12882,5487
700890391244103680,2338,617
700864154249383937,2733,659
700847567345688576,2561,537
700796979434098688,2570,1032
700747788515020802,24074,10048
700518061187723268,2784,857
700505138482569216,2401,613
700462010979500032,4368,1933
700167517596164096,2796,800
700151421916807169,2362,709
700143752053182464,7946,2952
700062718104104960,2791,745
700029284593901568,2184,628
700002074055016451,3491,1445
699801817392291840,3222,1030
699788877217865730,2368,531
699779630832685056,2927,1331
699775878809702401,2067,651
699691744225525762,10819,4926
699446877801091073,6254,2804
699434518667751424,2286,545
699423671849451520,1448,354
699413908797464576,2181,664
699370870310113280,1985,472
699323444782047232,3330,925
699088579889332224,2358,675
699079609774645248,2581,705
699072405256409088,3167,1271
699060279947165696,3987,1937
699036661657767936,2753,1282
698989035503689728,3566,1059
698953797952008193,2853,970
698907974262222848,2679,666
698710712454139905,2607,732
698703483621523456,1529,406
698635131305795584,1354,365
698549713696649216,2445,662
698355670425473025,1974,485
698342080612007937,2384,1015
698262614669991936,5009,2155
698195409219559425,17673,6396
698178924120031232,2950,791
697995514407682048,1612,359
697990423684476929,3470,1387
697943111201378304,2536,742
697881462549430272,3179,1274
697630435728322560,1847,576
697616773278015490,3340,1084
697596423848730625,3206,1352
697575480820686848,2153,540
697516214579523584,2187,1216
697482927769255936,2553,722
697463031882764288,3599,1476
697270446429966336,4929,1993
697259378236399616,3464,1068
697255105972801536,3180,1243
697242256848379904,2654,714
696900204696625153,3366,1100
696894894812565505,2473,729
696886256886657024,5098,1924
696877980375769088,2574,762
696754882863349760,1554,383
696744641916489729,2179,1010
696713835009417216,2506,692
696518437233913856,4098,1818
696490539101908992,1288,156
696488710901260288,2681,1108
696405997980676096,3391,1218
696100768806522880,2044,714
695816827381944320,3168,1249
695794761660297217,3363,842
695767669421768709,1976,799
695629776980148225,4817,2249
695446424020918272,4600,1942
695409464418041856,9098,3826
695314793360662529,3844,1582
695095422348574720,2792,660
695074328191332352,2999,1185
695064344191721472,1696,643
695051054296211456,2812,845
694925794720792577,2837,980
694905863685980160,2906,1003
694669722378485760,37672,15518
694356675654983680,1590,312
694352839993344000,2149,667
694342028726001664,1661,524
694329668942569472,2116,537
694206574471057408,4417,2173
694183373896572928,3104,997
694001791655137281,3580,1110
693993230313091072,1971,434
693942351086120961,1825,398
693647888581312512,2847,637
693644216740769793,1419,137
693642232151285760,2676,447
693629975228977152,2584,857
693622659251335168,1628,398
693590843962331137,5342,2117
693582294167244802,1732,273
693486665285931008,1879,677
693280720173801472,3548,1331
693267061318012928,2523,879
693262851218264065,2355,539
693231807727280129,3023,787
693155686491000832,8324,3434
693109034023534592,1813,660
693095443459342336,1980,499
692919143163629568,2823,800
692905862751522816,2571,943
692901601640583168,1886,652
692894228850999298,2407,867
692828166163931137,3034,945
692752401762250755,7201,3897
692568918515392513,4587,1654
692535307825213440,3373,1456
692530551048294401,1944,450
692423280028966913,1559,245
692417313023332352,9852,3723
692187005137076224,2662,877
692158366030913536,2274,851
692142790915014657,1731,423
692041934689402880,3588,1367
692017291282812928,3019,1021
691820333922455552,4166,1775
691793053716221953,8551,4505
691756958957883396,3049,1100
691675652215414786,2053,546
691483041324204033,2508,607
691459709405118465,4286,1238
691444869282295808,2793,911
691416866452082688,20397,8207
691321916024623104,2715,709
691096613310316544,3127,957
691090071332753408,1802,359
690989312272396288,6239,3085
690959652130045952,3782,1351
690938899477221376,4367,2144
690932576555528194,3470,1100
690735892932222976,3998,1377
690728923253055490,2291,556
690690673629138944,2453,856
690649993829576704,1382,302
690607260360429569,306,17
690597161306841088,2077,647
690400367696297985,1977,489
690374419777196032,3438,926
690360449368465409,2792,956
690348396616552449,1588,551
690248561355657216,1775,440
690021994562220032,2954,1111
690015576308211712,2653,793
690005060500217858,3868,1811
689999384604450816,1507,400
689993469801164801,1551,490
689977555533848577,1443,481
689905486972461056,2569,745
689877686181715968,3189,1272
689835978131935233,2288,811
689661964914655233,3378,1000
689659372465688576,10943,4174
689623661272240129,2356,693
689599056876867584,12269,5939
689557536375177216,2161,495
689517482558820352,3583,1535
689289219123089408,2381,1002
689283819090870273,3475,1192
689280876073582592,2109,772
689275259254616065,1220,264
689255633275777024,2701,1162
689154315265683456,3232,1078
689143371370250240,2135,552
688916208532455424,2884,936
688908934925697024,2232,829
688898160958271489,2221,847
688894073864884227,2360,744
688828561667567616,1459,398
688804835492233216,1013,209
688789766343622656,2342,716
688547210804498433,2749,758
688519176466644993,2445,788
688385280030670848,9809,4791
688211956440801280,2347,899
688179443353796608,2235,631
688116655151435777,2980,843
688064179421470721,1822,386
687841446767013888,5774,2713
687826841265172480,2886,1213
687818504314159109,2642,1018
687807801670897665,2525,755
687732144991551489,1863,702
687704180304273409,2576,900
687664829264453632,2050,552
687494652870668288,2022,617
687480748861947905,1691,263
687476254459715584,2082,572
687460506001633280,2163,586
687399393394311168,2000,677
687317306314240000,21218,9837
687312378585812992,4597,2040
687127927494963200,5768,2463
687124485711986689,2288,543
687109925361856513,6130,2649
687102708889812993,2475,1065
687096057537363968,2366,652
686947101016735744,9080,3419
686760001961103360,3712,1480
686749460672679938,3663,1571
686730991906516992,4388,1288
686683045143953408,2968,862
686618349602762752,3885,1461
686606069955735556,2002,583
686394059078897668,1846,731
686386521809772549,3437,946
686377065986265092,2347,602
686358356425093120,2321,734
686286779679375361,4230,1792
686050296934563840,2330,786
686035780142297088,1219,130
686034024800862208,3296,1254
686007916130873345,2615,450
686003207160610816,1926,680
685973236358713344,2230,567
685943807276412928,1720,648
685906723014619143,7949,3135
685681090388975616,2142,137
685667379192414208,2472,619
685663452032069632,3434,1574
685641971164143616,3099,837
685547936038666240,34795,16874
685532292383666176,3212,1236
685325112850124800,10008,4298
685321586178670592,2798,689
685315239903100929,3539,1161
685307451701334016,2181,475
685268753634967552,3274,1298
685198997565345792,2468,717
685169283572338688,4329,1531
684969860808454144,2492,411
684959798585110529,7203,3377
684940049151070208,3399,1125
684926975086034944,3695,504
684914660081053696,3699,1568
684902183876321280,1989,570
684880619965411328,2216,882
684830982659280897,37020,23256
684800227459624960,2861,1074
684594889858887680,9436,3806
684588130326986752,4351,1512
684567543613382656,3178,1327
684538444857667585,2803,1031
684481074559381504,4086,1256
684460069371654144,2088,596
684241637099323392,8611,3560
684225744407494656,1307,229
684222868335505415,4059,1484
684200372118904832,2286,1113
684195085588783105,2026,560
684188786104872960,3677,1261
684177701129875456,2130,726
684147889187209216,3145,1612
684122891630342144,2106,514
684097758874210310,4341,1550
683857920510050305,4025,1204
683852578183077888,2035,378
683849932751646720,2776,1058
683834909291606017,2769,1194
683828599284170753,2954,1140
683773439333797890,3536,1463
683742671509258241,6874,3579
683515932363329536,7778,3135
683498322573824003,3349,1035
683481228088049664,2779,1069
683462770029932544,2568,720
683449695444799489,4117,1731
683391852557561860,8035,2574
683357973142474752,3090,1011
683142553609318400,3043,1118
683111407806746624,3588,983
683098815881154561,2288,709
683078886620553216,2090,603
683030066213818368,2274,789
682962037429899265,39022,17981
682808988178739200,1867,193
682788441537560576,2611,1203
682750546109968385,1609,471
682697186228989953,1387,387
682662431982772225,3211,1164
682638830361513985,2168,647
682429480204398592,3623,1252
682406705142087680,8008,1902
682393905736888321,2364,738
682389078323662849,1762,504
682303737705140231,3254,1073
682259524040966145,4403,1311
682242692827447297,3433,1275
682088079302213632,19320,10660
682059653698686977,5242,1825
682047327939461121,3393,1040
682032003584274432,6950,2166
682003177596559360,3320,1646
681981167097122816,2933,1109
681891461017812993,2601,891
681694085539872773,13468,4358
681679526984871937,1854,482
681654059175129088,2789,998
681610798867845120,2012,511
681579835668455424,3737,1406
681523177663676416,15102,6264
681340665377193984,1732,301
681339448655802368,9782,4374
681320187870711809,2799,817
681302363064414209,4163,1973
681297372102656000,3369,1030
681281657291280384,3392,1184
681261549936340994,1536,297
681242418453299201,1580,583
681231109724700672,2524,521
681193455364796417,3916,1608
680970795137544192,2563,717
680959110691590145,4800,2148
680940246314430465,3397,1138
680934982542561280,2188,474
680913438424612864,2522,666
680889648562991104,1862,395
680836378243002368,3647,1429
680805554198020098,2283,714
680801747103793152,2496,893
680798457301471234,3016,1122
680609293079592961,2780,770
680583894916304897,3822,1447
680497766108381184,4464,2058
680494726643068929,1800,519
680473011644985345,2682,803
680440374763077632,1534,545
680221482581123072,1530,309
680206703334408192,2987,1262
680191257256136705,2262,544
680176173301628928,4110,1689
680161097740095489,2439,789
680145970311643136,3808,1874
680130881361686529,2413,1021
680115823365742593,2858,974
680100725817409536,3762,1470
680085611152338944,13470,9579
680070545539371008,2710,941
680055455951884288,17584,7648
679877062409191424,2070,691
679872969355714560,2293,713
679862121895714818,2586,670
679854723806179328,3018,1326
679844490799091713,2496,825
679828447187857408,38158,15096
679777920601223168,3244,1200
679736210798047232,2200,857
679729593985699840,2278,883
679722016581222400,1741,504
679530280114372609,5009,2229
679527802031484928,2782,777
679511351870550016,3547,1370
679503373272485890,3317,1593
679475951516934144,2205,686
679462823135686656,33389,20247
679405845277462528,2496,1290
679158373988876288,22583,8709
679148763231985668,2911,1105
679132435750195208,3114,1240
679111216690831360,6251,2739
679062614270468097,17938,8810
679047485189439488,2363,732
679001094530465792,2965,1323
678991772295516161,2438,1260
678969228704284672,1721,497
678800283649069056,2697,965
678798276842360832,3656,1274
678774928607469569,2932,990
678767140346941444,3706,1466
678764513869611008,1714,510
678755239630127104,7496,3544
678740035362037760,3940,1824
678708137298427904,5835,2605
678675843183484930,3014,1586
678643457146150913,2148,457
678446151570427904,4192,1680
678424312106393600,5671,2723
678410210315247616,4439,1954
678399652199309312,82435,33961
678396796259975168,1665,450
678389028614488064,1958,452
678380236862578688,2555,969
678341075375947776,1809,574
678334497360859136,1363,281
678278586130948096,12013,6501
678255464182861824,1658,398
678023323247357953,2016,412
678021115718029313,14401,6807
677961670166224897,3576,1799
677918531514703872,1412,436
677895101218201600,5050,2252
677716515794329600,3182,1033
677700003327029250,3555,1539
677698403548192770,1283,339
677687604918272002,2589,899
677673981332312066,3498,1602
677662372920729601,2036,1043
677644091929329666,1962,849
677573743309385728,2239,772
677565715327688705,1353,484
677557565589463040,2546,1242
677547928504967168,7235,3878
677530072887205888,1122,242
677335745548390400,3182,1914
677334615166730240,1421,314
677331501395156992,1141,253
677328882937298944,3793,1594
677314812125323265,1719,572
677301033169788928,1299,437
677269281705472000,2084,751
677228873407442944,3700,1742
677187300187611136,2853,985
676975532580409345,2896,1139
676957860086095872,2308,860
676949632774234114,1359,422
676948236477857792,2272,927
676946864479084545,1779,404
676942428000112642,2166,809
676936541936185344,13243,5225
676916996760600576,3092,1916
676897532954456065,2353,768
676864501615042560,2201,758
676821958043033607,24046,16621
676819651066732545,1877,705
676811746707918848,1475,450
676776431406465024,5204,2136
676617503762681856,3021,1047
676613908052996102,1140,207
676606785097199616,1964,466
676603393314578432,1222,414
676593408224403456,4768,2292
676590572941893632,953,134
676588346097852417,2437,847
676582956622721024,1258,298
676575501977128964,2701,1192
676533798876651520,1960,594
676496375194980353,1582,567
676470639084101634,12087,4956
676440007570247681,1794,706
676430933382295552,1457,365
676263575653122048,2164,581
676237365392908289,1275,312
676219687039057920,77879,32892
676215927814406144,1808,622
676191832485810177,2370,1090
676146341966438401,1995,708
676121918416756736,2228,1230
676101918813499392,2923,1229
676098748976615425,3129,1527
676089483918516224,1371,454
675898130735476737,1702,605
675891555769696257,2220,925
675888385639251968,2470,1018
675878199931371520,4343,1479
675870721063669760,1706,604
675853064436391936,2785,1374
675849018447167488,978,161
675845657354215424,2372,943
675822767435051008,1584,566
675820929667219457,1091,244
675798442703122432,10634,3581
675781562965868544,1684,502
675740360753160193,1211,366
675710890956750848,1960,875
675707330206547968,2060,735
675706639471788032,670,103
675534494439489536,1882,440
675531475945709568,1225,408
675522403582218240,1079,302
675517828909424640,1355,483
675501075957489664,17734,6141
675497103322386432,3254,1369
675489971617296384,1349,629
675483430902214656,1914,1025
675432746517426176,1581,597
675372240448454658,1758,533
675362609739206656,1080,241
675354435921575936,33934,18105
675349384339542016,4055,2381
675334060156301312,2878,1362
675166823650848770,3737,1706
675153376133427200,6501,2745
675149409102012420,3866,1773
675147105808306176,976,253
675146535592706048,1235,328
675145476954566656,2210,951
675135153782571009,1341,520
675113801096802304,2017,822
675111688094527488,996,266
675109292475830276,2885,1193
675047298674663426,1095,343
675015141583413248,2804,1263
675006312288268288,1011,237
675003128568291329,1600,499
674999807681908736,2324,1157
674805413498527744,886,370
674800520222154752,3101,903
674793399141146624,2586,1148
674790488185167872,1141,266
674788554665512960,837,219
674781762103414784,2069,1268
674774481756377088,1167,499
674767892831932416,1889,836
674764817387900928,809,249
674754018082705410,1403,469
674752233200820224,1506,487
674743008475090944,1448,582
674742531037511680,502,54
674739953134403584,1145,416
674737130913071104,665,96
674690135443775488,1184,489
674670581682434048,1666,688
674664755118911488,951,266
674646392044941312,1486,526
674644256330530816,1063,283
674638615994089473,1732,608
674632714662858753,1546,604
674606911342424069,964,103
674468880899788800,6414,2160
674447403907457024,1091,373
674436901579923456,1147,414
674422304705744896,1475,558
674416750885273600,704,147
674410619106390016,1232,485
674394782723014656,1543,601
674372068062928900,870,324
674330906434379776,576,76
674318007229923329,1456,538
674307341513269249,11654,7275
674291837063053312,15176,6170
674271431610523648,1613,763
674269164442398721,922,238
674265582246694913,1684,887
674262580978937856,1339,478
674255168825880576,1512,584
674082852460433408,775,179
674075285688614912,1004,301
674063288070742018,6543,2328
674053186244734976,3417,1362
674051556661161984,1485,504
674045139690631169,1461,670
674042553264685056,741,134
674038233588723717,1128,429
674036086168010753,867,226
674024893172875264,1830,1286
674019345211760640,1167,312
674014384960745472,1607,675
674008982932058114,1234,368
673956914389192708,2002,1007
673919437611909120,1200,383
673906403526995968,3279,1689
673887867907739649,957,262
673716320723169284,3150,794
673715861853720576,3635,2181
673711475735838725,1064,309
673709992831262724,872,284
673708611235921920,1103,300
673707060090052608,1127,406
673705679337693185,1289,413
673700254269775872,1478,595
673697980713705472,3908,2046
673689733134946305,1782,677
673688752737402881,1296,518
673686845050527744,1484,455
673680198160809984,1408,485
673662677122719744,1279,375
673656262056419329,736,253
673636718965334016,1143,379
673612854080196609,1626,752
673583129559498752,1223,383
673580926094458881,851,276
673576835670777856,1419,584
673363615379013632,1046,319
673359818736984064,1485,697
673355879178194945,1527,606
673352124999274496,1688,560
673350198937153538,757,222
673345638550134785,2589,1330
673343217010679808,996,280
673342308415348736,1304,611
673320132811366400,13798,8276
673317986296586240,889,271
673295268553605120,7700,3291
673270968295534593,1090,384
673240798075449344,1453,760
673213039743795200,2306,881
673148804208660480,1736,655
672997845381865473,2009,749
672995267319328768,977,309
672988786805112832,1001,303
672984142909456390,1278,563
672980819271634944,1853,1038
672975131468300288,1724,950
672970152493887488,973,369
672968025906282496,1340,568
672964561327235073,1455,663
672902681409806336,1394,525
672898206762672129,914,436
672884426393653248,1588,857
672877615439593473,1054,381
672834301050937345,1342,591
672828477930868736,1276,508
672640509974827008,996,334
672622327801233409,1323,514
672614745925664768,1247,606
672609152938721280,1142,402
672604026190569472,1140,418
672594978741354496,1357,625
672591762242805761,972,345
672591271085670400,747,193
672538107540070400,1052,382
672523490734551040,657,178
672488522314567680,1138,454
672482722825261057,1161,629
672481316919734272,730,128
672475084225949696,1464,725
672466075045466113,1383,559
672272411274932228,6602,3511
672267570918129665,1534,635
672264251789176834,1172,352
672256522047614977,2874,1610
672254177670729728,1465,765
672248013293752320,1761,631
672245253877968896,701,162
672239279297454080,914,330
672231046314901505,1878,1049
672222792075620352,804,218
672205392827572224,2314,1197
672169685991993344,1044,382
672160042234327040,884,371
672139350159835138,1786,742
672125275208069120,2461,1183
672095186491711488,1018,379
672082170312290304,959,378
672068090318987265,1324,532
671896809300709376,8641,4304
671891728106971137,1356,585
671882082306625538,3544,1420
671879137494245376,1450,712
671874878652489728,1275,577
671866342182637568,1150,517
671855973984772097,927,468
671789708968640512,7212,3607
671768281401958400,1220,544
671763349865160704,1714,956
671744970634719232,1376,797
671743150407421952,756,238
671735591348891648,1478,782
671729906628341761,8688,4512
671561002136281088,13114,7478
671550332464455680,937,215
671547767500775424,1380,615
671544874165002241,2030,1085
671542985629241344,1112,587
671538301157904385,942,411
671536543010570240,1203,422
671533943490011136,1041,599
671528761649688577,856,265
671520732782923777,1424,542
671518598289059840,971,302
671511350426865664,1642,749
671504605491109889,7195,3657
671497587707535361,936,461
671488513339211776,1033,486
671486386088865792,595,212
671485057807351808,779,239
671390180817915904,1448,759
671362598324076544,1134,301
671357843010908160,408,151
671355857343524864,489,117
671347597085433856,985,442
671186162933985280,752,219
671182547775299584,1151,357
671166507850801152,891,365
671163268581498880,1693,1143
671159727754231808,384,84
671154572044468225,739,226
671151324042559489,689,159
671147085991960577,688,235
671141549288370177,1194,675
671138694582165504,952,418
671134062904504320,768,199
671122204919246848,3572,2607
671115716440031232,1388,799
671109016219725825,1171,455
670995969505435648,1129,301
670842764863651840,25095,9043
670840546554966016,609,201
670838202509447168,1139,721
670833812859932673,462,128
670832455012716544,750,226
670826280409919488,5672,4203
670823764196741120,796,198
670822709593571328,627,99
670815497391357952,3242,1594
670811965569282048,1156,277
670807719151067136,1177,504
670804601705242624,2012,987
670803562457407488,348,89
670797304698376195,750,244
670792680469889025,852,287
670789397210615808,677,248
670786190031921152,613,207
670783437142401025,833,408
670782429121134593,1604,800
670780561024270336,799,297
670778058496974848,336,74
670764103623966721,1098,437
670755717859713024,453,116
670733412878163972,986,528
670727704916926465,845,373
670717338665226240,1238,512
670704688707301377,779,383
670691627984359425,601,252
670679630144274432,765,295
670676092097810432,258,45
670668383499735048,10963,5221
670474236058800128,1566,789
670468609693655041,358,87
670465786746662913,987,573
670452855871037440,561,215
670449342516494336,1221,695
670444955656130560,6858,2048
670442337873600512,658,204
670435821946826752,1074,536
670434127938719744,1437,668
670433248821026816,334,118
670428280563085312,1413,654
670427002554466305,529,170
670421925039075328,1339,659
670420569653809152,639,327
670417414769758208,581,333
670411370698022913,2074,933
670408998013820928,569,233
670403879788544000,443,163
670385711116361728,576,220
670374371102445568,759,277
670361874861563904,337,69
670338931251150849,437,114
670319130621435904,3942,1270
670303360680108032,435,139
670290420111441920,723,298
670093938074779648,1054,349
670086499208155136,714,262
670079681849372674,2271,1286
670073503555706880,1604,817
670069087419133954,648,252
670061506722140161,785,353
670055038660800512,684,342
670046952931721218,660,181
670040295598354432,769,115
670037189829525505,600,288
670003130994700288,342,96
669993076832759809,332,87
669972011175813120,455,168
669970042633789440,307,63
669942763794931712,521,173
669926384437997569,385,108
669923323644657664,242,59
669753178989142016,832,417
669749430875258880,278,67
669684865554620416,533,91
669683899023405056,397,114
669682095984410625,361,137
669680153564442624,682,299
669661792646373376,821,455
669625907762618368,3610,1870
669603084620980224,963,377
669597912108789760,522,156
669583744538451968,1519,960
669573570759163904,446,147
669571471778410496,1616,1050
669567591774625800,240,59
669564461267722241,395,128
669393256313184256,375,79
669375718304980992,1368,754
669371483794317312,508,187
669367896104181761,473,164
669363888236994561,640,237
669359674819481600,376,127
669354382627049472,2772,1310
669353438988365824,658,266
669351434509529089,449,194
669328503091937280,1032,431
669327207240699904,586,120
669324657376567296,506,214
669216679721873412,1210,414
669214165781868544,449,177
669203728096960512,1026,495
669037058363662336,676,323
669015743032369152,756,384
669006782128353280,590,260
669000397445533696,21313,6584
668994913074286592,452,241
668992363537309700,761,358
668989615043424256,696,338
668988183816871936,919,488
668986018524233728,565,173
668981893510119424,552,318
668979806671884288,811,357
668975677807423489,1330,602
668967877119254528,149,25
668960084974809088,724,246
668955713004314625,285,74
668932921458302977,273,59
668902994700836864,325,104
668892474547511297,407,155
668872652652679168,542,308
668852170888998912,462,172
668826086256599040,445,142
668815180734689280,583,280
668779399630725120,716,382
668655139528511488,543,225
668645506898350081,916,557
668643542311546881,900,546
668641109086707712,1096,556
668636665813057536,1065,504
668633411083464705,2883,1707
668631377374486528,735,326
668627278264475648,326,118
668625577880875008,398,138
668623201287675904,1473,803
668620235289837568,207,44
668614819948453888,622,322
668587383441514497,1701,1112
668567822092664832,251,57
668544745690562560,533,236
668542336805281792,472,223
668537837512433665,257,78
668528771708952576,473,232
668507509523615744,333,111
668496999348633600,421,135
668484198282485761,434,242
668480044826800133,472,153
668466899341221888,901,529
668297328638447616,632,307
668291999406125056,251,32
668286279830867968,517,142
668274247790391296,842,236
668268907921326080,562,243
668256321989451776,1333,636
668248472370458624,1015,502
668237644992782336,6339,2935
668226093875376128,304,106
668221241640230912,518,203
668204964695683073,563,200
668190681446379520,666,200
668171859951755264,504,201
668154635664932864,507,325
668142349051129856,576,295
668113020489474048,678,252
667937095915278337,1292,816
667924896115245057,307,114
667915453470232577,215,58
667911425562669056,499,311
667902449697558528,862,385
667886921285246976,1923,1119
667885044254572545,834,503
667878741721415682,400,122
667873844930215936,640,417
667866724293877760,3054,1058
667861340749471744,244,79
667832474953625600,293,63
667806454573760512,1072,512
667801013445750784,335,97
